color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Frank Coraci,1,-0.013073817737662315,1,1,Reggie Lee,1,1,Action|Comedy|Sport,Salma Hayek,here comes the boomâ,1,1,Charice,claim in title|high school|mixed martial arts|ultimate fighting championship|underdog,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,0,English,USA,PG,0.46666537481168563,,1,0.6363636363636364,1.85,17000
Color,Carl Franklin,0,0.6092467894756893,1,1,Adam Scott,1,1,Crime|Drama|Mystery|Thriller,Morgan Freeman,high crimesâ,1,1,Bruce Davison,defense lawyer|lawyer|marine|murder|villager,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.46666537481168563,,1,0.6103896103896104,2.35,893
Color,Barbra Streisand,0,1.0448712145250354,0,1,Austin Pendleton,1,1,Comedy|Drama|Romance,Jeff Bridges,the mirror has two facesâ,1,1,Mimi Rogers,columbia university|lecture|marriage|professor|sex,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.46666537481168563,,1,0.6363636363636364,1.85,0
Color,Mark Pellington,1,0.85817503236103,1,1,Will Patton,1,1,Drama|Horror|Mystery|Thriller,Debra Messing,the mothman propheciesâ,1,1,David Eigenberg,car accident|death of wife|mothman|point pleasant west virginia|urban legend,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.3555539945641202,,1,0.6363636363636364,2.35,0
Color,Larry Charles,2,-1.5066432750497063,1,1,Elton John,1,1,Comedy,Bono,brã¼noâ,1,1,Slash,austrian|fame|fashion|gay lead character|mockumentary,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,1,English,USA,R,0.46666537481168563,,1,0.5454545454545454,1.85,0
Color,John Glen,0,1.7294238824597223,1,1,Talisa Soto,1,1,Action|Adventure|Thriller,Robert Davi,licence to killâ,1,1,Anthony Zerbe,drug cartel|drug lord|james bond 007|personal vendetta|vengeance,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,1,English,UK,PG-13,0.3555539945641202,,1,0.6493506493506492,2.35,0
Color,Catherine Hardwicke,2,-0.32423412134433816,1,1,Billy Burke,1,1,Fantasy|Horror|Mystery|Thriller,Gary Oldman,red riding hoodâ,1,1,Virginia Madsen,death|forest|love|werewolf|werewolf bite,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.46666537481168563,,1,0.49350649350649356,2.35,20000
Color,John Herzfeld,1,0.9204070930823651,1,1,Charlize Theron,1,1,Action|Crime|Drama|Thriller,Robert De Niro,15 minutesâ,1,1,Kelsey Grammer,criminal|detective|fire|homicide|media,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,1,English,USA,R,0.46666537481168563,,1,0.5844155844155844,2.35,748
Color,Annabel Jankel,0,-0.07530587845899749,1,1,Fisher Stevens,1,1,Adventure|Comedy|Family|Fantasy|Sci-Fi,Bob Hoskins,super mario bros.â,1,1,Fiona Shaw,based on video game|dinosaur|king|mario|plumber,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1,1,English,UK,PG,0.46666537481168563,,1,0.3116883116883117,1.85,0
Color,Andrew Niccol,1,1.0448712145250354,1,1,Jeremy Crutchley,1,1,Crime|Drama|Thriller,Nicolas Cage,lord of warâ,1,1,Jared Burke,1980s|arms dealer|immorality|ukrainian|warlord,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,1,English,USA,R,0.555554479009738,,1,0.7792207792207791,2.35,10000
 Black and White,Yimou Zhang,2,-1.5688753357710414,1,1,Tony Chiu Wai Leung,1,1,Action|Adventure|History,Jet Li,heroâ,1,1,Maggie Cheung,china|flying|king|palace|sword,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,3,Mandarin,China,PG-13,0.34444285653936363,,1,0.8181818181818182,2.35,0
Color,Julie Anne Robinson,0,-0.8843226678363546,1,1,Debbie Reynolds,1,1,Action|Comedy|Crime|Romance|Thriller,Fisher Stevens,one for the moneyâ,1,1,Patrick Fischler,bail bond|bounty hunter|jeans|shot in the butt|title directed by female,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.44444309876217253,,1,0.48051948051948046,2.35,19000
Color,Evan Goldberg,2,0.42255060731168387,1,1,Randall Park,1,1,Comedy,James Franco,the interviewâ,1,1,Anders Holm,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1,3,English,USA,R,0.48888765086119873,,1,0.6493506493506492,2.35,50000
Color,Sngmoo Lee,0,-0.32423412134433816,1,1,Dong-gun Jang,1,1,Action|Fantasy|Western,Tony Cox,the warrior's wayâ,1,1,Jed Brophy,bullet time|explosion|knife throwing|throwing a knife|violence,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,0,English,New Zealand,R,0.49999878888595534,,1,0.6103896103896104,2.35,0
Color,Jean-Pierre Jeunet,1,-0.013073817737662315,0,1,Dany Boon,1,1,Action|Comedy|Crime,Omar Sy,micmacsâ,1,1,AndrÃ© Dussollier,bullet|contortionist|gag humor|human cannonball|revenge,http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1,0,French,France,R,0.2999983044403374,,1,0.7272727272727273,2.35,0
Color,Curtis Hanson,0,0.29808648586901354,1,1,Omar Benson Miller,1,1,Drama|Music,Mekhi Phifer,8 mileâ,1,1,Evan Jones,competition|contest|friend|self expression|white rapper,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,2,English,USA,R,0.4555542367869291,,1,0.7012987012987012,2.35,0
Color,Brian Helgeland,1,2.413976550394409,1,1,Rufus Sewell,1,1,Action|Adventure|Romance,Heath Ledger,a knight's taleâ,1,1,BÃ©rÃ©nice Bejo,chaucer|jousting|knight|medieval times|tournament,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1,2,English,USA,PG-13,0.7222215493810862,,1,0.6883116883116883,2.35,0
Color,Gordon Chan,0,0.17362236442634318,1,1,Lee Evans,1,1,Action|Comedy|Fantasy,Julian Sands,the medallionâ,1,1,Anthony Chau-Sang Wong,hong kong|interpol|medallion|ship|tough cop,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1,0,English,Hong Kong,PG-13,0.4555542367869291,,1,0.4675324675324676,2.35,505
Color,M. Night Shyamalan,1,0.11139030370500802,0,1,Haley Joel Osment,1,1,Drama|Mystery|Thriller,Bruce Willis,the sixth senseâ,1,1,Olivia Williams,able to see the dead|ghost|plot twist|psychic|surprise ending,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,7,English,USA,PG-13,0.44444309876217253,,1,0.844155844155844,1.85,14000
Color,Asger Leth,2,-0.1997699999016678,1,1,Mandy Gonzalez,1,1,Action|Crime|Thriller,Robert Clohessy,man on a ledgeâ,1,1,J. Smith-Cameron,detective|diamond|hotel|police|rooftop,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.46666537481168563,,1,0.6493506493506492,2.35,11000
Color,David Frankel,0,-0.32423412134433816,1,1,Kevin Pollak,1,1,Comedy,Joel McHale,the big yearâ,1,1,JoBeth Williams,alaska|birding|competition|migration|storm,http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1,0,English,USA,PG,0.4555542367869291,,1,0.5974025974025974,2.35,11000
Color,John G. Avildsen,0,1.2937994574103762,1,1,William Zabka,1,1,Action|Drama|Family|Sport,Martin Kove,the karate kidâ,1,1,William Bassett,apartment|bully|fight|karate|master,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,0,English,USA,PG,0.088886681969963,,1,0.7272727272727273,1.85,0
Color,Anne Fletcher,1,0.17362236442634318,1,1,Denis O'Hare,1,1,Comedy|Drama|Romance,Ryan Reynolds,the proposalâ,1,1,Craig T. Nelson,alaska|deportation|father son relationship|male objectification|sitka alaska,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.44444309876217253,,1,0.6623376623376623,2.35,10000
Color,Bruce Beresford,0,-0.013073817737662315,1,1,Annabeth Gish,1,1,Crime|Mystery|Thriller,Bruce Greenwood,double jeopardyâ,1,1,Bruce Campbell,blood|murder|sex scene|wrongful arrest|wrongful conviction,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,1,English,USA,R,0.777777239504869,,1,0.6233766233766234,2.35,0
Color,Robert Zemeckis,0,0.17362236442634318,0,1,Jeffrey Weissman,1,1,Adventure|Comedy|Sci-Fi,Lea Thompson,back to the future part iiâ,1,1,Thomas F. Wilson,alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,1,English,USA,PG,0.44444309876217253,,1,0.8051948051948051,1.85,12000
Color,Luc Besson,3,-1.008786789279025,0,1,Morgan Freeman,1,1,Action|Sci-Fi|Thriller,Scarlett Johansson,lucyâ,1,1,Amr Waked,brain capacity|drugs|fictional drug|one woman army|tough girl,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,3,English,France,R,0.44444309876217253,,1,0.6233766233766234,2.35,83000
Color,Sam Taylor-Johnson,3,1.4804956395743816,1,1,Luke Grimes,1,1,Drama|Romance,Jennifer Ehle,fifty shades of greyâ,1,1,Callum Rennie,female frontal nudity|female nudity|perversion|sex scene|spanking,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,4,English,USA,R,0.44444309876217253,,1,0.3246753246753247,2.35,101000
Color,Robert Rodriguez,0,-1.319947092885701,0,1,Salma Hayek,1,1,Action|Adventure|Comedy|Family|Sci-Fi,Sylvester Stallone,spy kids 3-d: game overâ,1,1,Alexa PenaVega,mission|spy|surfing|trapped|virtual reality,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,0,English,USA,PG,0.4222208227126594,,1,0.3246753246753247,1.85,681
Color,Joel Schumacher,0,2.725136854001085,1,1,Matthew McConaughey,1,1,Crime|Drama|Thriller,Kevin Spacey,a time to killâ,1,1,Oliver Platt,african american|court|law|mississippi|trial,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,0,English,USA,R,0.44444309876217253,,1,0.7532467532467533,2.35,0
Color,Shawn Levy,0,-0.6976264856723491,1,1,Alyson Stoner,1,1,Comedy|Family,Tom Welling,cheaper by the dozenâ,1,1,Bonnie Hunt,9 year old|house|illinois|new job|vomiting,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,1,English,USA,PG,0.44444309876217253,,1,0.5454545454545454,1.85,0
Color,Peter Berg,2,0.9826391538037004,1,1,Scott Elrod,1,1,Action|Biography|Drama|Thriller|War,Jerry Ferrara,lone survivorâ,1,1,Dan Bilzerian,courage|navy seal|outnumbered|shot multiple times|survival,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,1,English,USA,R,0.44444309876217253,,1,0.7792207792207791,2.35,58000
 Black and White,Penny Marshall,0,1.4182635788530464,1,1,Lori Petty,1,1,Comedy|Drama|Sport,Tom Hanks,a league of their ownâ,1,1,Rosie O'Donnell,baseball|friend|oregon|rivalry|softball,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,0,English,USA,PG,0.44444309876217253,,1,0.7272727272727273,2.35,0
Color,James Wan,2,1.7916559431810575,0,1,Frances O'Connor,1,1,Horror|Mystery|Thriller,Javier Botet,the conjuring 2â,1,1,Robin Atkin Downes,based on supposedly true story|house|paranormal investigating|psychic|second part,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,1,English,USA,R,0.44444309876217253,,1,0.8051948051948051,2.35,40000
Color,David Fincher,5,0.9204070930823651,1,1,Dustin Fitzsimons,1,1,Biography|Drama,Andrew Garfield,the social networkâ,1,1,Marcella Lentz-Pope,competitiveness|creator|entrepreneur|facebook|intellectual property,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,2,English,USA,PG-13,0.44444309876217253,,1,0.7922077922077921,2.35,74000
Color,Ken Kwapis,1,1.4804956395743816,1,1,Sabrina Revelle,1,1,Comedy|Drama|Romance,Carmen Perez,he's just not that into youâ,1,1,Sachiko Ishida,advertising|bar|dating|lingerie slip|six word title,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.44444309876217253,,1,0.6233766233766234,2.35,12000
Color,David Zucker,1,-1.008786789279025,1,1,Carmen Electra,1,1,Comedy,Beau Mirchoff,scary movie 4â,1,1,Regina Hall,female nudity|male nudity|parody|reference to myspace|sequel,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.49999878888595534,,1,0.4545454545454545,1.85,1000
Color,Wes Craven,1,0.6714788501970245,0,1,Roger Jackson,1,1,Horror|Mystery,Kelly Rutherford,scream 3â,1,1,Nancy O'Dell,death|ghostface|murder|scream|survivor,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,2,English,USA,R,0.44444309876217253,,1,0.5064935064935064,2.35,0
Color,Robert Zemeckis,0,0.7959429716396949,0,1,Jeffrey Weissman,1,1,Adventure|Comedy|Sci-Fi|Western,Lea Thompson,back to the future part iiiâ,1,1,Thomas F. Wilson,band|dog|letter|time machine|tombstone,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,1,English,USA,PG,0.44444309876217253,,1,0.7532467532467533,1.37,0
Color,Etan Cohen,1,0.11139030370500802,1,1,Alison Brie,1,1,Comedy|Crime,Will Ferrell,get hardâ,1,1,Craig T. Nelson,camera focus on female butt|gay bar|millionaire|singing in a car|two word title,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,0,English,USA,R,0.44444309876217253,,1,0.5714285714285714,1.85,14000
Color,Francis Ford Coppola,1,3.098529218329096,0,1,Anthony Hopkins,1,1,Fantasy|Horror|Romance,Keanu Reeves,bram stoker's draculaâ,1,1,Gary Oldman,dracula|horror movie remake|maze|monster sex|vampire,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,2,English,USA,R,0.44444309876217253,,1,0.7662337662337662,1.85,14000
Color,Nora Ephron,2,1.1071032752463708,0,1,Mary Lynn Rajskub,1,1,Biography|Drama|Romance,Meryl Streep,julie & juliaâ,1,1,Vanessa Ferlito,american|blog|book|cook|cooking,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.44444309876217253,,1,0.7012987012987012,1.85,13000
Color,Brian Helgeland,1,1.4182635788530464,1,1,Christopher Meloni,1,1,Biography|Drama|Sport,Harrison Ford,42â,1,1,Nicole Beharie,baseball|baseball player|brooklyn dodgers|major league baseball|racism,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.44444309876217253,,1,0.7662337662337662,2.35,28000
Color,Anthony Minghella,1,2.102816246787733,1,1,Matt Damon,1,1,Crime|Drama|Thriller,Philip Seymour Hoffman,the talented mr. ripleyâ,1,1,Jack Davenport,1950s|italy|mistaken identity|nudity|sociopath,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,2,English,USA,R,0.44444309876217253,,1,0.7402597402597402,1.85,0
Color,Bobby Farrelly,1,0.23585442514767835,1,1,Kathleen Turner,1,1,Comedy,Bill Murray,dumb and dumber toâ,1,1,Rob Riggle,adoption|highway travel|road trip|sequel|stupidity,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.38888740863838983,,1,0.5324675324675324,1.85,55000
Color,Frank Marshall,0,0.9204070930823651,1,1,Bruce Greenwood,1,1,Adventure|Drama|Family,Paul Walker,eight belowâ,1,1,Wendy Crewson,antarctica|dog|siberian husky|sled dog|survival,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,1,English,USA,PG,0.44444309876217253,,1,0.7402597402597402,2.35,11000
Color,Nancy Meyers,2,0.9826391538037004,1,1,Anne Hathaway,1,1,Comedy|Drama,Robert De Niro,the internâ,1,1,Rene Russo,reference to ben affleck|reference to brad pitt|reference to george clooney|reference to jack nicholson|website,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.38888740863838983,,1,0.7272727272727273,1.85,54000
Color,Tim Story,0,-0.1997699999016678,1,1,Nadine Velazquez,1,1,Action|Comedy,Olivia Munn,ride along 2â,1,1,Bruce McGill,computer hacker|crime boss|detective|drugs|wedding,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.44444309876217253,,1,0.5584415584415584,2.35,0
Color,Michael Mann,0,0.7337109109183597,0,1,Terry Kinney,1,1,Action|Adventure|Drama|Romance|War,Wes Studi,the last of the mohicansâ,1,1,Eric Schweig,18th century|based on novel|colonel|french and indian war|revenge,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,1,English,USA,R,0.44444309876217253,,1,0.8051948051948051,2.35,0
 Black and White,Frank Miller,3,2.6006727325584147,1,1,Powers Boothe,1,1,Crime|Thriller,Rosario Dawson,sin cityâ,1,1,Jason Douglas,anthology|corruption|hearing characters thoughts|neo noir|night,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,6,English,USA,R,0.44444309876217253,,1,0.844155844155844,1.85,13000
Color,Pete Travis,1,-0.9465547285576899,1,1,Edgar RamÃ­rez,1,1,Crime|Drama|Mystery|Thriller,Dennis Quaid,vantage pointâ,1,1,William Hurt,explosion|multiple perspectives|president|secret service|shooting,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.44444309876217253,,1,0.6493506493506492,2.35,0
Color,John Hamburg,1,-0.013073817737662315,1,1,Jon Favreau,1,1,Comedy|Romance,J.K. Simmons,"i love you, manâ",1,1,Jane Curtin,bromance|friend|gay brother|homosexual subtext|wedding,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,0,English,USA,R,0.44444309876217253,,1,0.7142857142857142,1.85,0
Color,Bobby Farrelly,0,0.5470147287543542,1,1,Bruce McGill,1,1,Comedy|Drama|Fantasy|Romance,Jason Alexander,shallow halâ,1,1,Susan Ward,dying|friend|inner beauty|love|self help guru,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.44444309876217253,,1,0.5584415584415584,1.85,0
Color,John Whitesell,0,-0.3864661820656733,1,1,Nia Long,1,1,Comedy|Crime,ChloÃ« Grace Moretz,big momma's house 2â,1,1,Marisol Nichols,cheerleading|fbi|fbi agent|nanny|undercover,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.44444309876217253,,1,0.3896103896103895,1.85,663
Color,Gore Verbinski,0,1.1071032752463708,1,1,Brad Pitt,1,1,Adventure|Comedy|Crime|Romance,J.K. Simmons,the mexicanâ,1,1,Julia Roberts,curse|hostage|mexico|pistol|vomiting,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,1,English,USA,R,0.3777762706136333,,1,0.5844155844155844,2.35,2000
Color,Burr Steers,1,-0.1997699999016678,1,1,Hunter Parrish,1,1,Comedy|Drama|Family|Fantasy|Romance,Matthew Perry,17 againâ,1,1,Thomas Lennon,adult as child|father son relationship|high school student|janitor|school,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.22222033826704155,,1,0.6233766233766234,2.35,0
Color,Nick Cassavetes,1,0.23585442514767835,1,1,Kate Upton,1,1,Comedy|Romance,Don Johnson,the other womanâ,1,1,David Thornton,beach house|blonde bombshell|cheating husband|revenge|wife meets mistress,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.44444309876217253,,1,0.5714285714285714,2.35,16000
Color,Steven Spielberg,4,2.289512428951739,1,1,Mark Rylance,1,1,Drama|History|Thriller,Tom Hanks,bridge of spiesâ,1,1,Amy Ryan,cia|cold war|lawyer|negotiation|spy,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.44444309876217253,,1,0.7792207792207791,2.35,55000
Color,John Moore,1,0.04915824298367285,1,1,David Keith,1,1,Action|Drama|Thriller|War,Joaquim de Almeida,behind enemy linesâ,1,1,Sam Jaeger,battle|massacre|navigator|navy|rescue,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.44444309876217253,,1,0.6233766233766234,2.35,0
Color,Peter Chelsom,0,0.04915824298367285,1,1,Nick Cannon,1,1,Comedy|Drama|Romance,Lisa Ann Walter,shall we danceâ,1,1,Omar Benson Miller,dance|dance competition|dance lesson|love|teacher,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.555554479009738,,1,0.5844155844155844,1.85,0
Color,Joe Dante,0,0.17362236442634318,1,1,Denis Leary,1,1,Action|Adventure|Comedy|Family|Sci-Fi,Kirsten Dunst,small soldiersâ,1,1,Robert Picardo,action figure|battle|computer|military|toy,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.44444309876217253,,1,0.5844155844155844,2.35,0
Color,Mark A.Z. DippÃ©,0,-0.4486982427870085,1,1,Frank Welker,1,1,Action|Horror,Michael Jai White,spawnâ,1,1,Miko Hughes,based on comic|based on comic book|dark hero|image comics|superhero,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,0,English,USA,R,0.44444309876217253,,1,0.4675324675324676,1.85,0
Color,Kevin Reynolds,1,1.604959761017052,1,1,James Frain,1,1,Action|Adventure|Drama|Romance|Thriller,Henry Cavill,the count of monte cristoâ,1,1,Michael Wincott,count|escape|island|revenge|sailor,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,2,English,UK,PG-13,0.38888740863838983,,1,0.7922077922077921,1.85,0
Color,Brad Furman,2,0.7959429716396949,1,1,Margarita Levieva,1,1,Crime|Drama|Thriller,Matthew McConaughey,the lincoln lawyerâ,1,1,Frances Fisher,defense attorney|defense lawyer|lawyer|plot twist|prostitute,http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,0,English,USA,R,0.44444309876217253,,1,0.7402597402597402,2.35,25000
Color,Jaume Collet-Serra,3,0.484782668033019,1,1,Frank Langella,1,1,Action|Mystery|Thriller,Liam Neeson,unknownâ,1,1,Aidan Quinn,agriculture|airport|amnesia|nurse|scientist,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,1,English,UK,PG-13,0.3333317185146071,,1,0.6883116883116883,2.35,29000
Color,Christopher Nolan,2,1.542727700295717,1,1,Hugh Jackman,1,1,Drama|Mystery|Sci-Fi|Thriller,Christian Bale,the prestigeâ,1,1,Scarlett Johansson,illusion|magician|obsession|rivalry|secret,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,3,English,USA,PG-13,0.44444309876217253,,1,0.896103896103896,2.35,49000
Color,Sean Anders,1,0.6714788501970245,1,1,Christoph Waltz,1,1,Comedy|Crime,Kevin Spacey,horrible bosses 2â,1,1,Lindsay Sloane,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,0,English,USA,R,0.46666537481168563,,1,0.6103896103896104,2.35,12000
Color,Cal Brunker,0,-1.008786789279025,1,1,Paul Scheer,1,1,Adventure|Animation|Comedy|Family|Sci-Fi,Brendan Fraser,escape from planet earthâ,1,1,Jonathan Morgan Heit,alien|cult film|mission control|product placement|rescue,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,0,English,USA,PG,0.44444309876217253,,1,0.5584415584415584,2.35,0
Color,Mel Gibson,2,2.102816246787733,0,1,Dalia HernÃ¡ndez,1,1,Action|Adventure|Drama|Thriller,Rudy Youngblood,apocalyptoâ,1,1,Jonathan Brewer,jaguar|mayan|solar eclipse|tribe|village,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,3,Maya,USA,R,0.44444309876217253,,1,0.8051948051948051,1.85,14000
Color,John Glen,0,1.542727700295717,1,1,Desmond Llewelyn,1,1,Action|Adventure|Thriller,Joe Don Baker,the living daylightsâ,1,1,Art Malik,british agent|defection|escape|kgb|soviet general,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,1,English,UK,PG,0.3333317185146071,,1,0.6623376623376623,2.35,0
Color,NimrÃ³d Antal,3,0.11139030370500802,1,1,Alice Braga,1,1,Action|Adventure|Sci-Fi|Thriller,Topher Grace,predatorsâ,1,1,Derek Mears,kicked in the face|martial arts|punched in the face|strong female character|woman punching a man,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,2,English,USA,R,0.44444309876217253,,1,0.6233766233766234,2.35,17000
Color,Ivan Reitman,-1,0.6714788501970245,1,1,Debra Winger,1,1,Comedy|Crime|Romance,Brian Dennehy,legal eaglesâ,1,1,Roscoe Lee Browne,judicial|judiciary|lawyer|murder|painting,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,0,English,USA,PG,0.44444309876217253,,1,0.5584415584415584,2.35,263
Color,Alejandro Agresti,1,-0.3864661820656733,1,1,Dylan Walsh,1,1,Drama|Fantasy|Romance,Keanu Reeves,the lake houseâ,1,1,Ebon Moss-Bachrach,house|lake|letter|love across time|parallel time,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,2,English,USA,PG,0.44444309876217253,,1,0.6753246753246752,2.35,0
 Black and White,Iain Softley,1,-0.07530587845899749,1,1,Deneen Tyler,1,1,Horror|Mystery|Thriller,Gena Rowlands,the skeleton keyâ,1,1,Joy Bryant,attic|bound and gagged|hoodoo|secret|southern gothic,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,1,English,USA,PG-13,0.4777765128364422,,1,0.6363636363636364,2.35,0
Color,Peter Hedges,1,-0.013073817737662315,1,1,Odeya Rush,1,1,Comedy|Drama|Family|Fantasy,Jennifer Garner,the odd life of timothy greenâ,1,1,Common,dodgeball|portrait|soccer|soccer game|young love,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,0,English,USA,PG,0.2777760283908243,,1,0.6493506493506492,1.85,11000
Color,Paul Weiland,0,-0.26200206062300296,1,1,Beau Garrett,1,1,Comedy|Romance,Busy Philipps,made of honorâ,1,1,Kevin Sussman,friend|love|maid|maid of honor|marriage,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.44444309876217253,,1,0.5454545454545454,2.35,3000
Color,Clint Eastwood,2,1.7916559431810575,1,1,Steve Schirripa,1,1,Biography|Drama|Music|Musical,Johnny Cannizzaro,jersey boysâ,1,1,Scott Vance,band|music group|musical quartet|singer|song,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,0,English,USA,R,0.44444309876217253,,1,0.6883116883116883,2.35,16000
Color,Francis Ford Coppola,0,1.8538880039023926,0,1,Dean Stockwell,1,1,Crime|Drama|Thriller,Matt Damon,the rainmakerâ,1,1,Virginia Madsen,courtroom|domestic violence|insurance company|lawyer|underdog,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,0,English,USA,PG-13,0.44444309876217253,,1,0.7142857142857142,2.35,0
